place_id,name,address,rating,review_count_current,business_status_search,lat,lng,photo_reference,review_count_prior,confirmed_name,business_status,website_url,website_reachable,last_modified,staleness_days,account_id,license_issued,license_expires,business_type,years_in_operation,months_until_lease_expires,owner_occupied,has_sba_loan,cuisine_cohort,risk_score,risk_tier,signal_years_in_operation,signal_lease_expiry,signal_review_decline,signal_website_staleness,signal_no_sba_enrollment,signal_renting,next_step_city_econ_dev,next_step_community_org,next_step_buyer,next_step_owner,next_step_high_school_program,needs_digital_refresh
ChIJqYNeNxvHj4AR4Kn4jYs7JbA,Freewheel Brewing Company,"44356 South Grimmer Boulevard, Fremont",4.6,271.0,OPERATIONAL,37.5025917,-121.9546978,AWCwydgFVZF4FpziZJv7TNYF9pYwu73tVi1cbFAFRSJihGe--pfMpy2ZkaMMavkoOffaiqFI5vvU_pehLcfFFsNUtoLuavMZNBU-n1t97jq_3vbrPRuRnvuDyQmr226nXqp9HMzty1SmIOvsF7wILqazmx-S6FAklz5xjXyMvu9055m0t_5zGuS-7g7TDDOJ6FYbV3PkW8Rl29gqKKdNpjW_Qn9QpIiN2M9GfYN32rpsgCT4z91eavwuhteXfrHODFx1zZIbjYBuast4DcfBdLjdZDPQ7v1OIPqcFmM47kUy3G1Lhwm3pw-tp9RcLn_CGkgi6A-odXfB39y23d6KJ2aySUpiNhM4cZ231K_4_IUsKtKwkAmZQuu2gNjm8mhTH2TP9e3Od3ExDthKAV4gUl0vRNDWBLZ4dbYByN_iDqk7vnnpl_pH6Zg2Kvh1_znf1D2JIdCjE1eSI5kU0HFgaVDizn-srFELc_a7qzDtq3p0ALFIS4_5vSXxtv-38bdREWO3kznc0UNxoWoPnYAr-Lj2ITHNUgnb4RdWmjoKRCnQZ7gAi5hxCwK1mHhGGTkRJJqNjS9VdanJMUbJ4TtpIhjAxygm7hfAMX6UhQU_Yofcf3sDj9vTwSMnxcyBH1-sWOvs,,Freewheel Brewing Company,OPERATIONAL,https://freewheelbrewing.com/fremont,True,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Freewheel Brewing Company is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJeYq9NS7Hj4ARvPjpgO2QfUc,Fremont bin and barrel,"42314 Fremont Boulevard, Fremont",4.7,25.0,OPERATIONAL,37.52326699999999,-121.9570299,AWCwydglISVuub4rHUQCpQ-OC7gJp3uJktncemkau4RwOHTmpE9LI0SWwPRJVSvsUWkURLDvgumRzdWOOcqvEF_0VT7z1g-mgCI9CBhkakVwApdq3zeMhrywoVygCLhqctSe0RyBph0F7GeNkBK6T2_lSLLBpVYwdqwsFR_2KzRtTk8iLRN4KTt0Kbm4KLKGbtFKScKH9rg3oeieS9FEXbZMsXkuWMXQxvB_DSC_GM3UdX66-p0dDm66ydEpE1Fq6YWb8udmkpmKbk_UxGUzcl9ZjmxdrWDn8aFKs5LETWesM7e0tcXEi1wba28zy1SfPR0NtPgvNi6x5qzFX1menKMFfkTsNkpAEpgtAPXwDFuxRHQknD41G6iEkj-T7cldS4IDahhczyL4zIygmgeggUf1gNrHTbrgNrImSvPSQQQO8SgwIW6d-kO5JZLhrUvC_umIENiBghTAYqY8x87Zi5Rtl96eXxh2z-xj_oc4dN004a_Yj0U4Xhfztt1kPh06XzDAhjToc0WaxE5w2zH03hbnbRqAhQtAcuTBtHk1l4IkyW_pKzoVtbVO5IFrVH1RnA-zjxoIWb3C118vs8a4p0DSam1DF4ozMZxqFanH4oIa_7gERRDvSDVf-FGVZFmA3YrLWl_bhA,,Fremont bin and barrel,OPERATIONAL,,False,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Fremont bin and barrel is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJ17e8YR3Hj4ARyLTx-N0wzQY,Cafe Mei 美而美,"43761 Boscell Road #5125, Fremont",4.4,307.0,OPERATIONAL,37.5001427,-121.9736139,AWCwydhKxqSCfBn1keO1zUz-6gw9zPky6x9RQqiPIcqn1JTueJMvENnNKT8fpFFbBLyQn6BzmaYuLSuNoW6yfuVzXOxymbiBkBo4y9vsaBPqUjRRjSM-XizoQqSNbQTekULjrnDjo5Kp6i5xNGrgJvx0ijT0ZYsHeP-yq5_aHBHd0oJjjtXzPXkFmP7EWlUMsTA7q1gW_ZscTeWCN7vWzfXGAhAPgYMPkeOJpwC3BSv5se4hVQo-fFhA8Lug_LfxLL9VgkGtkjysRO2cNeGjQtR7vmmSysv5tHzGbIMKjCtWWb515hmHaTBz0dJUCvv2X5Y_sBT1Uuo8EW6gtSjvEfbfurwuIO_Dhff0Xvf8wwM822ycfYEgcNYRYisd0166TmF32FcFw1nGNMrNC9SrG2-FFXu-zPOwkGt7yEGx9xUxIiBC80X0Phdw4cO4Mw7d22El32xUY_6s12j0Q8lXwcNE9YnBSQgSwgJMMTLRT6VTsgcAn90NM9vFsVF2vW8wVkHrHg3cQfLiSXqOsLkRDJdMeIqeJ9ktRig1MsNM22u_WQq1xWyhFi3A0L1U4TliqgQZLZzjfiFSzBp07Ybp-E39UyRxZxOixxHLvEzJglkrLbbgOFdhq0mHnvLh9m3Sul55,,Cafe Mei 美而美,OPERATIONAL,http://www.cafemeiusa.com/,False,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Cafe Mei 美而美 is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJk0QGtYbHj4ARY1Dw0el3g_8,Bake für Bliss,"44808 Fremont Boulevard, Fremont",5.0,102.0,OPERATIONAL,37.5023651,-121.9483188,AWCwydhxyq5Uak0J8qfsfwrM_VI9RQLysE4JUKpzaLjZslcuvFJ7JWyhiZnpNqgGvxg4fOx78gMig8X2hRsghDqCR6-vM_bZhjpKfax4phcw931NUIMQ7zNDuEb1gXNDH93CCvYOyIbGSn1zYhS4mtEg3e0olmyiRAw5BBlTkTOjsZpPTGzEnhAJGTxVMvHRLuVSIKtSdnGfXu3LdDu2P5IhVTT0V7z1iZ2YcmQwrcSovxGt1Lp2qCZHprI1WAiuuRFM4C_YFp707mFZbfvkeNpL_Bn9V_zmfVgE2F2MsxC1JAhriJG8MQSJToUh9w4C7zL5wpYiTwcdx8i0UUISY37TRGGcpVq03MqgXGQhAHZqaWPtJ9ArMQoP4gEghMNiQtuMN6EpFb2Vw7ojXn8TZSkh0gQ5fCjcCC3clrmVMNG6xp-6ai9z3GP67NiO-EoSRbCPXURqe12PLhXQIrCwefq_DTxxQTjinnVozmUlH9OmVbFYDwQcJLsXTh5stqjk8U5yrLMJb6_pDRqcuPGH6eREMfLHJUb4KZ_u_CHbJ8DL3sHlp98K4aExtPs1ShR17cwLOo6uT5YciBFvUVrTocYpQ6rJzyLARDA-eF7ULsGAGW48BI5eZqfpGSSoD72yreUm6eHDcPv0p2OHqX0OHJBNLr6te_Q,,Bake für Bliss,OPERATIONAL,https://www.bakefurbliss.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8780268010178647832,True,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Bake für Bliss is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJ6eSz7OvHj4AR6kU5CFiy5SE,Jen's Doughjo,"Innovation Way and, Insight Street, Fremont",5.0,8.0,OPERATIONAL,37.4987739,-121.9485873,AWCwydh8NtsEp0UMNmJ2dUQSz3hDBFy5f-sfj7RsTQiiB1bPmz4E2dOHxIwZhkXD3MG_fGdDulX04ejVF9pFDwltzLHWY7TOS8OVDaKabLHd80b-yTYoeeWSwqFyHJRHywWPN1qE-CedzSyeexXwHy_Oj6MBKs2P0FhUs8Ew7_Z3dnOy-5vZMA4YUV7TWNSoQqxK0hxLoOm50GktrNRnG8bxphdaNZjkFFWjENg33cRdBWmNY9tCQ_zQPEcnV7CTOUvhu1zQpSxodrtLlA9KMAz2Eud3JcoQsW0elDmFHQiYyBnBG6P-Am3AYHNOPTEpqpLKjoerqowC1TZ4Y9J7MTnlPSwDyr86Azdr7Daj8i1Kas-1dLeHY4bJ1265RpF-xYWk4eOUBFadmvjkJxqID44zdmNZG5XVgFcbANBqgBRVwAEZUH6a-Ow50mSLrK6SF912RFYcBU9gXs0zX7x1zjpcI3kLd7C-N0-EzkDnxn_bKB6RBtcgEmrTwyEGnFnp8_CrUR6K5AXdFE0JxZJsP8FmXTJXmcHmwXq_lSgTn7g23RfYLU_qKxmnz4tk6z17gClYjXS4jjECfyCL9Nl8ENEEbabqvQUJSVpoQ9P3n_iMaDLGIfb2tr3hjoYF8LkQI6DmlF13HnsvYu23pjPkaP-SAANbozs,,Jen's Doughjo,OPERATIONAL,https://www.hotplate.com/jensdoughjo,True,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Jen's Doughjo is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJAxtCUwDHj4ARmGMzKCu6VK4,Diamond Bakery,"45300 Industrial Place #1, Fremont",4.4,25.0,OPERATIONAL,37.496575,-121.9501601,AWCwydhE_xGHmk-5ldtCNgtRxQg3LyX7xL4aIV_UeSlUPDmL-YGMB5PAvfKYk5myW5ZCXWsBRhmIJXBVRFKP992JuwHafkstlrwENs7OHVQbUW6Z1pKJtXf4tOQOtT1EE9eciiz2OrmHMlbJ3uIECCZiHysqMaskRw_rDqNyxH7TNIXLErucHDumzPMjdP-xcr-CAJuDwGBgBGPuAQtUHIpNFR661n9XAuNaOXavLl_W49RXwEO_lJ6Va8fY32obDlR7-54EDYbr1-er-D18Mcjhts-myJ8owG1Kk5LEU-Zdsk1e-oA5pkZRQy45wUCZWvZ1dDTNL9xlOmXYOSIx42p9EIIrotpRs6RCiqbNsPGLuty_ZjOCDLRil50VHetceovn-3m2h99d4C4p7NY3NHDrtQwI6M5a3DmuQ1gM6UlXZCqX4HDVjAVoMihqcATX_5aaieusdV8RHOKleX18IlcvNhkMUPV_OkcBorZ6TJIWAiCAKvuM9DeEqJLeXojDoSFGZEDxPQ8wxrNLXLCAbWzp73bFhTrRp-W-ZVw3PNNJhcQYhZGyuMPcldc5pLTy_DQ7nApxIrScBEy1j5NrFRTp6dwCw50IqHbJyZEI3L1r2vQpzClfCB3q9yHpIK0wDadESeLrLjAVHsKvwL_VpYeR1Q,,Diamond Bakery,OPERATIONAL,,False,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Diamond Bakery is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJhWSM3ri_j4ARL4oKcttSgNs,Lucky,"35820 Fremont Boulevard, Fremont",4.1,431.0,OPERATIONAL,37.5675031,-122.0232123,AWCwydh0uhynbfIEzXpYUxw9ZdFY60H3Kbw7ydnhOuv6zQFbFMQriFuepB-XH_MN7i5jsvNGRUrMRl6SUppp_mq4DAGfSUXCnv3xtTBaNDWfvUvPNzWIK0BG3b11BY_B_Qo0EEttzguzeOh7fQD5t_2J-toeM3AM5GFzp0jDi-BfE7DSFvoTYefs0TdelenV0TZmZyq67muVrS22l5QrYYuWj_BXgyum7Os8giBe24DBHzABs9pqtWrtET4GngRXsJAaz-XTNtl0cDVxzss_lCOcLCKYgt2qfXlackDnBpBlC9X-zAUXJ3oABGcnb22tI2Ml7VaGAGEStFw_tZ6hPXT99pXPfTnyS4VDyQuSjRkSlqz1BwuqTMmnBegVk7zft1bhSgcJeV2NDiDKHsTHeV3yPzckx3cbUYWYrjgvHUF5922jjPFnSam5dAqii4rQtOP-PjMiw2aYciFDFXR18DGv0_y3z6LMvzHJ-YkhDwAZVSWBvGUG7D04IdyOqRG9FFtkNaXU7HGekcA_aO61Gl-FOsV6iwIJtME-sdhHRIhEmZR2--dYwqqdgEfNyZJ5Mhapi7srWCp1kQRa8ggH--wzVmEe8Ll0lTEqxyvxNRY3u4BzdOnkybV8uHaikcqD87HwbBYUpw,,Lucky,OPERATIONAL,https://www.luckysupermarkets.com/stores/46b2c2af-7102-44a9-8970-40f9a6820634/BROOKVALE/713/FREMONT,True,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Lucky is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJadzQIavBj4ARpoA39qWhuMQ,Konaseema Kitchen & Caterings,"3213 Walnut Avenue, Fremont",4.4,48.0,OPERATIONAL,37.55090879999999,-121.9809689,AWCwydjCEGYSZAqEaQ1PfjS8lFYzWNcQ94Z1TrCb5rI278E-WW4f22eqVLVaolqrH5B9jzxlPVVtQYde5tuLRXxD-RXyI_DEXcCTXUQ7kMmBD1pJt-l_cmafO92K2ZPy8hvx3nAhBrYpwq0Ny8BbG7NmhULkoyrB4wUCMgDnArGhHmyadusGMwUBo8UlQs0qSMBduUGwVGCrtcinXNG8J9hiOR2ZO0s8YaQf11a-_rv-X3qVlBK74L17D_RYrvcvK8ImZc5t8bd_nnhIhNoPo4NiLG0VOfYnJjhDMxwBOrgWLHCJxbLdBsyLF_krmMYmZnB0zdJI2Aet90sK6NNtRk-UGo7oQdHNjwjIOu7lfwMIfAqgEKxwAdjZj3ofqOYdVMEUtGKyFcwvYLZdf-fN2U3Ts8manNJ0USs6AHN1Nzi4nT84Zu4cvMjX7y38XOff37xC831ZhyurH5vJGhaOIfk-NQFC-s1YXugXvpGc_FZ-gyp7P34-tzPgLS__xUX3UwrS42St_KocHeTjwIYKhXLzCJwWB7le8OCrD6-_z4j4LOa0hbZtCv97qvBoVDgw2TcIbdfUv2Av7XDPWhmr8bgj4OFioK6ix7e8WE0YUrh1ZLy05Pr6Xeb0oL5ye4uz5r4PVRgNvLii28Msl04M2Aha4XhVz_w,,Konaseema Kitchen & Caterings,OPERATIONAL,,False,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Konaseema Kitchen & Caterings is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJ-z8QhOPAj4ARhnzW8l7c2kE,La Farfalla Bakery,"39947 Mission Boulevard, Fremont",4.1,94.0,OPERATIONAL,37.55662179999999,-121.9524134,AWCwydgcpWMlwFbaRBvg7vxvTHAovu8cUunvPDD2xMo63Dq2moTr7WDOSHhZyBm7Wsw_SG1COGRXKZehNC_5vrUJH7sxfQK_QwUhYTgAky82Qg4ZZA9poXRgTpVW0VtarRri4CEgj8Tjgk7Jexc4PLC481n_FrByNNbDlluEL2MFY3k0B755VspETEwNq74lfKCM_iI9-QsIGvZVz3g2LVwYQ531sgUyWzekxV4cDMIbq5m3H2G6v1KITw7TFSD0ltGG_4y17L9O8aBrKf6d1tzWYhWIIo4OaPoFV39oR0zEdvwFA1EnjG_3AZjMusBa4MWqe_6HeWB43mL9XuwBEDz6-rtb_mNH8EnQAg8Lq9dyKFPkI6CgSk9ZQofxRdg8fMFQf7ydEmRA-T3kvw1DCV74fLM9b_70xIx-dIuFN_nxrUfSqehwkjHEWanJsTRxQvZSvsI0V7qot5IFo_HgzB5rmWW7HUEvccE4-CU6AsoVgH9c-g3QAKEztTSIZGzcH-zIzVaohkAy6X8JEHn6Ym43dSgLHytCtRvwo8RhPqIfICAPnR8QXJfxpJ0v6A9HOOzu5KxPMYaPg7xkioLX5AUtS6ajiMKh0RUyDbbzvtx1vNbeBX062pmW72EhFUU,,La Farfalla Bakery,OPERATIONAL,http://lfbakery.com/,True,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","La Farfalla Bakery is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJLausYJbHj4AR2-TWlSxmaRM,Snacks N More,"41200 Blacow Road Ste. H, Fremont",,,OPERATIONAL,37.5227864,-121.970999,AWCwydjfZteeXnyg_vRhBooc9axrf6NOruJxMXIN519_lztgSi0tD2k-KzPcGp_HhsjG2SyUqmx5I0DKC3fxIJ7U0DHMwXcnmSiOtnoCsv9cwEaQO-LtW9EJRlV2dbY326fzb9R6sF0DQuUVCexDBinZKEx8rJ7R0MxaqcRTsyrNEWPJFW5hVd_vxbqOcdaazURkHpSciOTacN9MOVYySnQ96wO0741ppLNL5CI1rvGpg8p5HT70sggm99Bp4RJYUR5o1M4W9r2g11X92YmX-9nvwFuHEEgri_17yLRnhb4CQs8GVJYZoPINv4uQG2SOke7I1az7ERaXBbWH8WRHF65SwpiVplJliSPvSfeTcDFMafHoiOXvGa5MJ7Y_fAYiFk90t3g4plydUKHEsE1YPPQ0DXpJ8jyF5Dw2bGE4Kb2-agUOWXcum7rfwAAIce85kTJ-a1t2SJZLlgOTY2wYVL5kQHlIfkW0k24HxzmKQAyQukwcxrJYdFupHalYY4BvJbF4wR4Edzsh2HS3N_V77vedfShcKGL2N_R8gbXXVHoKAPm9E-RlFlJHh8SwIaWea6_CfttKKcYPnjxyomf7sZgb7L7VefOPgufNSWXBAPdPPrAVW2VCaJgwE_howqgnNOXQ,,Snacks N More,OPERATIONAL,,False,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Snacks N More is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJn_hQJl2_j4AR_s5yeJte9pc,Fremont Elks Lodge #2121,"38991 Farwell Drive, Fremont",4.6,173.0,OPERATIONAL,37.5333472,-122.0034072,AWCwydgl8B7yUF701ryKjHx7HUB_xdGMxCpB1DLBxm7TJvFWd47h6GaoLgMS-bCjCbT5KrSYRyupnd11_lMcH2mWHuV58RiJs1QGtWEiWbc8jPiF3aVbuFxG1qXVX1jazCQNcrhfjCwsU_yJJwiEgIDuTHNeE8T2A5NTamK4QMM-RSHmhY6-nwscND_OqiZc5LmJfFVpCBC134jFKS9brP3TmQtJRlqOYtkHUKkeccgbrx9J_oHmALEOVkT1Lyk2mkXW9_6KCh9D-mstq2_0tubPBvDKelo_l3HVxB_qukTrHIoRw2_lXO-cGJuO3Ev2ZqBoY4PR1hW2p0wz_zCXXIWxyzPirnZnpEe74VFR7R-BAcXw1iTe2aKwMJVisVumkl1r6Z0J76diLUNxCTsUttt9bztaMcm-Q2KaVAnEEXYWS_PVB-yBhfby2aYSaYUavbDUurdj8CABZ-FBZkibd7mNTDUWK0Iy6HX0bUr-f80lpr6d6enrbszQG25uQM8S9i_wYT4XRgBfWrA9O8u45zXLHx367daN3Kg95txpN4sr61qrDjdJrMCKHGFL9R0oayBDLwN4S6FPUBuqzPyuQMyMZhyD6uH4NFKDSwoD9SjA_RWwXgSH9cAWDBpmmFdLZrYFxbvkow,,Fremont Elks Lodge #2121,OPERATIONAL,http://www.fremontelks.org/,False,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Fremont Elks Lodge #2121 is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJ0fo_CO7Hj4AR7AgiZx7WcNg,Melt n Drizzle,"40645 Fremont Boulevard Suite #8, Fremont",4.8,89.0,OPERATIONAL,37.5351196,-121.9648113,AWCwydhjdSgrHuSekDEc6HfHAaBFXffqTBOA3nyv1JMyn9TXU9NFaYvpU_hmEMKWHCHpZzDY9sZjv-CHrcTi8j618QAiAuVGr4ucX5IAJAX7qkFP8v3Zp7G2fsfn3RCowC21Kv1LG7tY7pbU8zrNSp7hM2O240fORU_RpRJHvQIbwoKjVpB-tSXRSem71uan6J7OWVB7u_9Yf4wzvHhqT4T47QqmAiL6D2Uv-zdOdS-kXUzMTgbsD0-nBi00fTQ486z7MFy3k_5vHV0_61uX61KfsLUoC5Xwqsjb7t-v547KIArJZGHK1a-81jNsQVGG9lAGplSUIxn6J7GuSGiHBHoONobV8BlmdBp7_LKTS4t51ObQwcASjohaij-z2ZKiu_WACyI6ofHD1IJFBxzYnoGkBvCcoUdTrBg1K-11FC9CD-Ysv_Px5T7gtnz8nk1GoasNRXVjlBGfknyCagowN12VSfS1KaW5dUOaL48mDSiFkLVeAMpxeWYdfvRetEP0yLJXNYcI0_Ic0BZKZHMHQgV7vgkq1ALrkdJdpYXUTsgJh6xdejDqHz42LCaxhveeq9KvK_b1lDqDoMbs95QL5DvOxRyoyoSTeaQFrs4cSKnMlpkhB1uja1v-RbQa-Gtv-QmbJwju9qL-US8suhRxKO20smaJPZI,,Melt n Drizzle,OPERATIONAL,https://meltndrizzle.com/,True,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Melt n Drizzle is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJyVgzsXbBj4AREZUHUhaziFo,Moka & Co,"40667 Fremont Boulevard, Fremont",4.2,289.0,OPERATIONAL,37.5351723,-121.9640492,AWCwydi8h-P65cng9ZHU-_c5hKQ87rgsK6rFDN95Jc9na1oRv38zb-BIN-3wCVsWhf4Ws3HFN1ltnOD8OYAcqelr1GdUCADQL5ihLT4s10Y-8IykGcY2kAO1s-o-KkcSdsJ7rTKHvYCNQKXCoMz_Eb-K5c-TvBctEC5hJw-053P1nlewptou_RvKPOf4WTcy6WQ340M_rQedjtceSvzjKMKWQYGhTWTqCLkIcmJf7AOcOhIPRvQ6_tw_8LHsKEKBkvP5VVpI_pH6Jf8CrvhuZfPHE9T5LF6N_txP5TRwT7_aEfI1bpkGobaSP2rHWIVNye3tYbaQ86t5qJ7OhQzkRanjA9eGmEiqJjDXqJYRehztHWkZOmuR1uMeh14mHZ7b0WNgDao02ykJa5ci173U8RRXfhvkXfYwS3jMRABTLDzR93iciFX-K_XFNCgBC0OHC5MkIWdx_Vf5AlP2bGN0KeVJPB7O_Ov2dT3mOTmRcy1GUCmTPwNt1sfsViCV6y9Hjgc2OzVmr8bLBKE8-NBR7WLhLEEqd9nbR_aCe7C0lRNA3BDVaIs1_DOZMLmCSyaSnLT4gQHzYvJLVTaYiLNdyyEDKkfpXinePigS4VpExU61WRziIlvXmb5drwmiWPwrhE7rOYZXOeCHV2TqN7V0RXvs7vp0FYI,,Moka & Co,OPERATIONAL,https://mokanco.com/fremont/,True,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Moka & Co is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
